\fixlen = T
|set|TIME       |PDCSAP_FLUX_ERR|
|int|double     |double         |
 0   907.1221390 3.4316391e+01   
 0   907.1228202 3.4336533e+01   
 0   907.1235013 3.4328728e+01   
 0   907.1241825 3.4360512e+01   
 0   907.1248637 3.4329376e+01   
 0   907.1255448 3.4350960e+01   
 0   907.1262258 3.4380249e+01   
 0   907.1269070 3.4373596e+01   
 0   907.1275882 3.4338955e+01   
 0   907.1282694 3.4373165e+01   
 0   907.1289505 3.4383274e+01   
 0   907.1296316 3.4379616e+01   
 0   907.1303128 3.4364113e+01   
 0   907.1309940 3.4371464e+01   
 0   907.1316750 3.4394440e+01   
 0   907.1323562 3.4376068e+01   
 0   907.1330373 3.4374619e+01   
 0   907.1337185 3.4359829e+01   
 0   907.1343996 3.4376083e+01   
 0   907.1350808 3.4376514e+01   
 0   907.1357619 3.4370689e+01   
 0   907.1364431 3.4379253e+01   
 0   907.1371242 3.4411499e+01   
 0   907.1378053 3.4399612e+01   
 0   907.1384864 3.4413288e+01   
 0   907.1391675 3.4386913e+01   
 0   907.1398488 3.4391319e+01   
 0   907.1405299 3.4421387e+01   
 0   907.1412110 3.4380543e+01   
 0   907.1418922 3.4429379e+01   
 0   907.1425733 3.4396442e+01   
 0   907.1432544 3.4411030e+01   
 0   907.1439356 3.4434460e+01   
 0   907.1446167 3.4414047e+01   
 0   907.1452979 3.4405998e+01   
 0   907.1459791 3.4426033e+01   
 0   907.1466602 3.4416706e+01   
 0   907.1473414 3.4403610e+01   
 0   907.1480225 3.4415417e+01   
 0   907.1487036 3.4428043e+01   
 0   907.1493847 3.4453022e+01   
 0   907.1500659 3.4413700e+01   
 0   907.1507470 3.4417641e+01   
 0   907.1514283 3.4408344e+01   
 0   907.1521094 3.4442562e+01   
 0   907.1527905 3.4430870e+01   
 0   907.1534717 3.4418907e+01   
 0   907.1541528 3.4399086e+01   
 0   907.1548339 3.4407627e+01   
 0   907.1555150 3.4419212e+01   
 0   907.1561962 3.4414364e+01   
 0   907.1568774 3.4422070e+01   
 0   907.1575585 3.4387630e+01   
 0   907.1582397 3.4410938e+01   
 0   907.1589208 3.4416943e+01   
 0   907.1596018 3.4383045e+01   
 0   907.1602831 3.4387737e+01   
 0   907.1609642 3.4406731e+01   
 0   907.1616453 3.4414536e+01   
 0   907.1623265 3.4372131e+01   
 0   907.1630077 3.4392776e+01   
 0   907.1636888 3.4391342e+01   
 0   907.1643700 3.4366375e+01   
 0   907.1650510 3.4387875e+01   
 0   907.1657322 3.4371510e+01   
 0   907.1664133 3.4367367e+01   
 0   907.1670945 3.4362965e+01   
 0   907.1677756 3.4363537e+01   
 0   907.1684567 3.4365856e+01   
 0   907.1691380 3.4361317e+01   
 0   907.1698191 3.4352913e+01   
 0   907.1705002 3.4341320e+01   
 0   907.1711813 3.4354137e+01   
 0   907.1718625 3.4345501e+01   
 0   907.1725436 3.4359013e+01   
 0   907.1732247 3.4343372e+01   
 0   907.1739059 3.4351738e+01   
 0   907.1745871 3.4343758e+01   
 0   907.1752683 3.4347778e+01   
 0   907.1759494 3.4364948e+01   
 0   907.1766304 3.4345558e+01   
 0   907.1773116 3.4334061e+01   
 0   907.1779928 3.4327763e+01   
 0   907.1786739 3.4372917e+01   
 0   907.1793551 3.4368813e+01   
 0   907.1800362 3.4377258e+01   
 0   907.1807174 3.4376343e+01   
 0   907.1813986 3.4357391e+01   
 0   907.1820796 3.4370296e+01   
 0   907.1827607 3.4359955e+01   
 0   907.1834420 3.4392735e+01   
 0   907.1841231 3.4383850e+01   
 0   907.1848042 3.4388237e+01   
 0   907.1854854 3.4389130e+01   
 0   907.1861666 3.4377701e+01   
 0   907.1868477 3.4382568e+01   
 0   907.1875288 3.4385532e+01   
 0   907.1882099 3.4383705e+01   
 0   907.1888910 3.4389637e+01   
 0   907.1895723 3.4382866e+01   
 0   907.1902534 3.4404667e+01   
 0   907.1909345 3.4399471e+01   
 0   907.1916157 3.4393570e+01   
 0   907.1922969 3.4408669e+01   
 0   907.1929780 3.4405613e+01   
 0   907.1936590 3.4419102e+01   
 0   907.1943402 3.4389988e+01   
 0   907.1950214 3.4400131e+01   
 0   907.1957025 3.4388653e+01   
 0   907.1963837 3.4408749e+01   
 0   907.1970648 3.4367180e+01   
 0   907.1977460 3.4386211e+01   
 0   907.1984272 3.4382187e+01   
 0   907.1991082 3.4363369e+01   
 0   907.1997893 3.4371407e+01   
 0   907.2004704 3.4349491e+01   
 0   907.2011517 3.4340439e+01   
 0   907.2018328 3.4337883e+01   
 0   907.2025140 3.4310932e+01   
 0   907.2031951 3.4367733e+01   
 0   907.2038763 3.4348274e+01   
 0   907.2045573 3.4318291e+01   
 0   907.2052385 3.4328526e+01   
 0   907.2059196 3.4327122e+01   
 0   907.2066009 3.4332428e+01   
 0   907.2072820 3.4284904e+01   
 0   907.2079631 3.4316036e+01   
 0   907.2086443 3.4323399e+01   
 0   907.2093254 3.4301292e+01   
 0   907.2100065 3.4310051e+01   
 0   907.2106876 3.4313560e+01   
 0   907.2113688 3.4287354e+01   
 0   907.2120499 3.4305286e+01   
 0   907.2127312 3.4301228e+01   
 0   907.2134123 3.4290745e+01   
 0   907.2140934 3.4288578e+01   
 0   907.2147746 3.4307598e+01   
 0   907.2154558 3.4293789e+01   
 0   907.2161368 3.4296421e+01   
 0   907.2168180 3.4334084e+01   
 0   907.2174991 3.4287575e+01   
 0   907.2181802 3.4343998e+01   
 0   907.2188614 3.4334320e+01   
 0   907.2195426 3.4355949e+01   
 0   907.2202237 3.4348637e+01   
 0   907.2209048 3.4339054e+01   
 0   907.2215860 3.4327652e+01   
 0   907.2222671 3.4338654e+01   
 0   907.2229482 3.4369591e+01   
 0   907.2236293 3.4386448e+01   
 0   907.2243106 3.4383774e+01   
 0   907.2249917 3.4383549e+01   
 0   907.2256728 3.4387291e+01   
 0   907.2263540 3.4384052e+01   
 0   907.2270351 3.4415825e+01   
 0   907.2277162 3.4415531e+01   
 0   907.2283974 3.4419827e+01   
 0   907.2290785 3.4424728e+01   
 0   907.2297596 3.4408703e+01   
 0   907.2304409 3.4453976e+01   
 0   907.2311220 3.4441601e+01   
 0   907.2318031 3.4443035e+01   
 0   907.2324842 3.4440922e+01   
 0   907.2331654 3.4444450e+01   
 0   907.2338465 3.4445107e+01   
 0   907.2345277 3.4445148e+01   
 0   907.2352088 3.4457405e+01   
 0   907.2358900 3.4472965e+01   
 0   907.2365712 3.4450668e+01   
 0   907.2372523 3.4465408e+01   
 0   907.2379335 3.4511753e+01   
 0   907.2386145 3.4435890e+01   
 0   907.2392957 3.4446262e+01   
 0   907.2399768 3.4435856e+01   
 0   907.2406580 3.4463280e+01   
 0   907.2413391 3.4447014e+01   
 0   907.2420204 3.4434441e+01   
 0   907.2427015 3.4431747e+01   
 0   907.2433826 3.4425655e+01   
 0   907.2440636 3.4423958e+01   
 0   907.2447449 3.4420330e+01   
 0   907.2454260 3.4433765e+01   
 0   907.2461071 3.4434395e+01   
 0   907.2467883 3.4404488e+01   
 0   907.2474694 3.4401108e+01   
 0   907.2481506 3.4371559e+01   
 0   907.2488318 3.4387611e+01   
 0   907.2495128 3.4391800e+01   
 0   907.2501939 3.4385052e+01   
 0   907.2508751 3.4375645e+01   
 0   907.2515563 3.4402637e+01   
 0   907.2522374 3.4367062e+01   
 0   907.2529185 3.4342415e+01   
 0   907.2535998 3.4355953e+01   
 0   907.2542809 3.4366974e+01   
 0   907.2549619 3.4379993e+01   
 0   907.2556431 3.4370785e+01   
 0   907.2563243 3.4397385e+01   
 0   907.2570054 3.4373257e+01   
 0   907.2576866 3.4359577e+01   
 0   907.2583677 3.4354195e+01   
 0   907.2590488 3.4338367e+01   
 0   907.2597301 3.4356339e+01   
 0   907.2604112 3.4339256e+01   
 0   907.2610922 3.4352127e+01   
 0   907.2617733 3.4354698e+01   
 0   907.2624546 3.4399433e+01   
 0   907.2631357 3.4352169e+01   
 0   907.2638169 3.4364765e+01   
 0   907.2644980 3.4381695e+01   
 0   907.2651793 3.4339928e+01   
 0   907.2658604 3.4384521e+01   
 0   907.2665414 3.4363224e+01   
 0   907.2672225 3.4363846e+01   
 0   907.2679037 3.4339317e+01   
 0   907.2685849 3.4386547e+01   
 0   907.2692660 3.4366066e+01   
 0   907.2699472 3.4398579e+01   
 0   907.2706283 3.4396729e+01   
 0   907.2713095 3.4420353e+01   
 0   907.2719906 3.4401524e+01   
 0   907.2726717 3.4388260e+01   
 0   907.2733528 3.4426044e+01   
 0   907.2740341 3.4400505e+01   
 0   907.2747152 3.4387417e+01   
 0   907.2753963 3.4389938e+01   
 0   907.2760775 3.4404861e+01   
 0   907.2767586 3.4370174e+01   
 0   907.2774397 3.4405434e+01   
 0   907.2781208 3.4384056e+01   
 0   907.2788020 3.4406681e+01   
 0   907.2794831 3.4368874e+01   
 0   907.2801643 3.4377754e+01   
 0   907.2808455 3.4385410e+01   
 0   907.2815266 3.4390179e+01   
 0   907.2822077 3.4354416e+01   
 0   907.2828889 3.4372063e+01   
 0   907.2835700 3.4368698e+01   
 0   907.2842511 3.4348049e+01   
 0   907.2849323 3.4373802e+01   
 0   907.2856135 3.4335701e+01   
 0   907.2862946 3.4371853e+01   
 0   907.2869758 3.4358692e+01   
 0   907.2876569 3.4331322e+01   
 0   907.2883380 3.4343403e+01   
 0   907.2890191 3.4354427e+01   
 0   907.2897003 3.4356018e+01   
 0   907.2903814 3.4338520e+01   
 0   907.2910626 3.4335014e+01   
 0   907.2917438 3.4335003e+01   
 0   907.2924249 3.4327423e+01   
 0   907.2931061 3.4355621e+01   
 0   907.2937872 3.4341774e+01   
 0   907.2944683 3.4335697e+01   
 0   907.2951494 3.4348541e+01   
 0   907.2958306 3.4323692e+01   
 0   907.2965117 3.4329151e+01   
 0   907.2971929 3.4321922e+01   
 0   907.2978741 3.4346958e+01   
 0   907.2985552 3.4350945e+01   
 0   907.2992364 3.4351021e+01   
 0   907.2999174 3.4334957e+01   
 0   907.3005986 3.4353649e+01   
 0   907.3012798 3.4383739e+01   
 0   907.3019609 3.4348610e+01   
 0   907.3026420 3.4363605e+01   
 0   907.3033233 3.4342308e+01   
 0   907.3040044 3.4369473e+01   
 0   907.3046855 3.4349136e+01   
 0   907.3053665 3.4384594e+01   
 0   907.3060477 3.4396282e+01   
 0   907.3067289 3.4385365e+01   
 0   907.3074100 3.4346962e+01   
 0   907.3080912 3.4385929e+01   
 0   907.3087723 3.4401260e+01   
 0   907.3094535 3.4397831e+01   
 0   907.3101346 3.4390598e+01   
 0   907.3108158 3.4410591e+01   
 0   907.3114968 3.4389885e+01   
 0   907.3121780 3.4399532e+01   
 0   907.3128592 3.4428776e+01   
 0   907.3135403 3.4393837e+01   
 0   907.3142214 3.4411297e+01   
 0   907.3149027 3.4408493e+01   
 0   907.3155838 3.4445103e+01   
 0   907.3162650 3.4437294e+01   
 0   907.3169460 3.4422665e+01   
 0   907.3176271 3.4422710e+01   
 0   907.3183083 3.4422924e+01   
 0   907.3189895 3.4426250e+01   
 0   907.3196706 3.4435341e+01   
 0   907.3203517 3.4418709e+01   
 0   907.3210330 3.4463478e+01   
 0   907.3217141 3.4445217e+01   
 0   907.3223951 3.4420383e+01   
 0   907.3230763 3.4440891e+01   
 0   907.3237575 3.4432217e+01   
 0   907.3244386 3.4390537e+01   
 0   907.3251198 3.4429016e+01   
 0   907.3258009 3.4417950e+01   
 0   907.3264821 3.4401493e+01   
 0   907.3271633 3.4425953e+01   
 0   907.3278443 3.4418201e+01   
 0   907.3285254 3.4440636e+01   
 0   907.3292066 3.4422897e+01   
 0   907.3298878 3.4375408e+01   
 0   907.3305690 3.4410133e+01   
 0   907.3312501 3.4383949e+01   
 0   907.3319312 3.4440174e+01   
 0   907.3326124 3.4381119e+01   
