\fixlen = T
|set|TIME       |PDCSAP_FLUX_ERR|
|int|double     |double         |
 0   120.8350755 1.2388844e+02   
 0   120.8357567 1.2351792e+02   
 0   120.8364378 1.2317681e+02   
 0   120.8371188 1.2285744e+02   
 0   120.8378001 1.2258309e+02   
 0   120.8384812 1.2233426e+02   
 0   120.8391623 1.2210719e+02   
 0   120.8398435 1.2194396e+02   
 0   120.8405247 1.2179523e+02   
 0   120.8412059 1.2167919e+02   
 0   120.8418870 1.2161629e+02   
 0   120.8425680 1.2155792e+02   
 0   120.8432491 1.2150782e+02   
 0   120.8439304 1.2152081e+02   
 0   120.8446115 1.2152576e+02   
 0   120.8452926 1.2157918e+02   
 0   120.8459738 1.2162778e+02   
 0   120.8466549 1.2168823e+02   
 0   120.8473361 1.2178075e+02   
 0   120.8480172 1.2190354e+02   
 0   120.8486983 1.2202143e+02   
 0   120.8493794 1.2213600e+02   
 0   120.8500607 1.2226308e+02   
 0   120.8507418 1.2240546e+02   
 0   120.8514229 1.2256057e+02   
 0   120.8521041 1.2270727e+02   
 0   120.8527852 1.2286709e+02   
 0   120.8534663 1.2302917e+02   
 0   120.8541474 1.2317649e+02   
 0   120.8548286 1.2335628e+02   
 0   120.8555097 1.2354008e+02   
 0   120.8561909 1.2370754e+02   
 0   120.8568721 1.2388083e+02   
 0   120.8575532 1.2405862e+02   
 0   120.8582343 1.2423553e+02   
 0   120.8589154 1.2441187e+02   
 0   120.8595966 1.2456961e+02   
 0   120.8602777 1.2472884e+02   
 0   120.8609588 1.2485476e+02   
 0   120.8616400 1.2499576e+02   
 0   120.8623212 1.2510573e+02   
 0   120.8630024 1.2518424e+02   
 0   120.8636835 1.2526391e+02   
 0   120.8643645 1.2530609e+02   
 0   120.8650456 1.2533504e+02   
 0   120.8657269 1.2530731e+02   
 0   120.8664080 1.2523886e+02   
 0   120.8670892 1.2517747e+02   
 0   120.8677703 1.2504543e+02   
 0   120.8684514 1.2489980e+02   
 0   120.8691327 1.2471191e+02   
 0   120.8698137 1.2451348e+02   
 0   120.8704948 1.2430225e+02   
 0   120.8711760 1.2403580e+02   
 0   120.8718572 1.2376407e+02   
 0   120.8725383 1.2349534e+02   
 0   120.8732195 1.2319135e+02   
 0   120.8739006 1.2290982e+02   
 0   120.8745817 1.2260899e+02   
 0   120.8752628 1.2228407e+02   
 0   120.8759440 1.2197878e+02   
 0   120.8766251 1.2167417e+02   
 0   120.8773063 1.2137614e+02   
 0   120.8779875 1.2107529e+02   
 0   120.8786686 1.2077821e+02   
 0   120.8793498 1.2050294e+02   
 0   120.8800309 1.2023633e+02   
 0   120.8807119 1.1998151e+02   
 0   120.8813931 1.1974536e+02   
 0   120.8820743 1.1952562e+02   
 0   120.8827554 1.1934932e+02   
 0   120.8834365 1.1916304e+02   
 0   120.8841178 1.1900929e+02   
 0   120.8847989 1.1887234e+02   
 0   120.8854800 1.1877264e+02   
 0   120.8861612 1.1868454e+02   
 0   120.8868422 1.1864787e+02   
 0   120.8875234 1.1859927e+02   
 0   120.8882046 1.1859313e+02   
 0   120.8888857 1.1859537e+02   
 0   120.8895668 1.1862434e+02   
 0   120.8902479 1.1869540e+02   
 0   120.8909292 1.1875278e+02   
 0   120.8916103 1.1883109e+02   
 0   120.8922913 1.1894721e+02   
 0   120.8929725 1.1905610e+02   
 0   120.8936537 1.1916514e+02   
 0   120.8943348 1.1930035e+02   
 0   120.8950160 1.1944043e+02   
 0   120.8956971 1.1958150e+02   
 0   120.8963783 1.1972930e+02   
 0   120.8970595 1.1987052e+02   
 0   120.8977405 1.2002191e+02   
 0   120.8984216 1.2017989e+02   
 0   120.8991028 1.2031458e+02   
 0   120.8997840 1.2046347e+02   
 0   120.9004652 1.2059643e+02   
 0   120.9011463 1.2071173e+02   
 0   120.9018274 1.2083361e+02   
 0   120.9025086 1.2095268e+02   
 0   120.9031897 1.2106891e+02   
 0   120.9038708 1.2115530e+02   
 0   120.9045520 1.2121302e+02   
 0   120.9052331 1.2126925e+02   
 0   120.9059143 1.2131358e+02   
 0   120.9065955 1.2133710e+02   
 0   120.9072766 1.2134170e+02   
 0   120.9079577 1.2132130e+02   
 0   120.9086387 1.2130048e+02   
 0   120.9093200 1.2125375e+02   
 0   120.9100011 1.2121540e+02   
 0   120.9106822 1.2113994e+02   
 0   120.9113634 1.2108214e+02   
 0   120.9120445 1.2099373e+02   
 0   120.9127257 1.2092219e+02   
 0   120.9134069 1.2085513e+02   
 0   120.9140879 1.2074773e+02   
 0   120.9147690 1.2067421e+02   
 0   120.9154503 1.2056560e+02   
 0   120.9161314 1.2045367e+02   
 0   120.9168125 1.2038450e+02   
 0   120.9174936 1.2028905e+02   
 0   120.9181748 1.2017858e+02   
 0   120.9188560 1.2007915e+02   
 0   120.9195370 1.1994849e+02   
 0   120.9202182 1.1983221e+02   
 0   120.9208993 1.1969836e+02   
 0   120.9215805 1.1956525e+02   
 0   120.9222617 1.1940974e+02   
 0   120.9229428 1.1924474e+02   
 0   120.9236239 1.1907574e+02   
 0   120.9243051 1.1888144e+02   
 0   120.9249862 1.1866230e+02   
 0   120.9256673 1.1844276e+02   
 0   120.9263485 1.1822083e+02   
 0   120.9270296 1.1795013e+02   
 0   120.9277108 1.1770096e+02   
 0   120.9283920 1.1742424e+02   
 0   120.9290731 1.1715252e+02   
 0   120.9297543 1.1689971e+02   
 0   120.9304353 1.1664381e+02   
 0   120.9311165 1.1639247e+02   
 0   120.9317976 1.1615725e+02   
 0   120.9324788 1.1598869e+02   
 0   120.9331599 1.1582526e+02   
 0   120.9338410 1.1569299e+02   
 0   120.9345223 1.1559422e+02   
 0   120.9352034 1.1552563e+02   
 0   120.9358844 1.1552211e+02   
 0   120.9365656 1.1553737e+02   
 0   120.9372468 1.1561903e+02   
 0   120.9379279 1.1569895e+02   
 0   120.9386091 1.1585716e+02   
 0   120.9392902 1.1605924e+02   
 0   120.9399713 1.1626155e+02   
 0   120.9406526 1.1652168e+02   
 0   120.9413336 1.1677673e+02   
 0   120.9420147 1.1707193e+02   
 0   120.9426959 1.1738151e+02   
 0   120.9433771 1.1770291e+02   
 0   120.9440582 1.1802400e+02   
 0   120.9447393 1.1834460e+02   
 0   120.9454205 1.1864523e+02   
 0   120.9461016 1.1892031e+02   
 0   120.9467827 1.1919060e+02   
 0   120.9474639 1.1943420e+02   
 0   120.9481450 1.1964799e+02   
 0   120.9488261 1.1980793e+02   
 0   120.9495074 1.1993507e+02   
 0   120.9501885 1.2002581e+02   
 0   120.9508696 1.2011721e+02   
 0   120.9515508 1.2016640e+02   
 0   120.9522318 1.2018296e+02   
 0   120.9529130 1.2018623e+02   
 0   120.9535941 1.2016609e+02   
 0   120.9542753 1.2015084e+02   
 0   120.9549564 1.2012955e+02   
 0   120.9556376 1.2012730e+02   
 0   120.9563188 1.2007754e+02   
 0   120.9569999 1.2006374e+02   
 0   120.9576811 1.2005509e+02   
 0   120.9583621 1.2005627e+02   
 0   120.9590433 1.2004713e+02   
 0   120.9597245 1.2007173e+02   
 0   120.9604056 1.2010953e+02   
 0   120.9610867 1.2014639e+02   
 0   120.9617679 1.2021648e+02   
 0   120.9624491 1.2029025e+02   
 0   120.9631302 1.2036305e+02   
 0   120.9638112 1.2043967e+02   
 0   120.9644924 1.2053567e+02   
 0   120.9651736 1.2062447e+02   
 0   120.9658548 1.2070905e+02   
 0   120.9665359 1.2080751e+02   
 0   120.9672170 1.2089285e+02   
 0   120.9678982 1.2096550e+02   
 0   120.9685794 1.2102904e+02   
 0   120.9692604 1.2108544e+02   
 0   120.9699416 1.2111672e+02   
 0   120.9706227 1.2111256e+02   
 0   120.9713039 1.2112422e+02   
 0   120.9719850 1.2112342e+02   
 0   120.9726662 1.2108382e+02   
 0   120.9733473 1.2104164e+02   
 0   120.9740284 1.2097659e+02   
 0   120.9747096 1.2091149e+02   
 0   120.9753907 1.2082558e+02   
 0   120.9760718 1.2074684e+02   
 0   120.9767530 1.2064330e+02   
 0   120.9774341 1.2052569e+02   
 0   120.9781153 1.2041961e+02   
 0   120.9787964 1.2029500e+02   
 0   120.9794776 1.2015317e+02   
 0   120.9801586 1.2004001e+02   
 0   120.9808398 1.1990498e+02   
 0   120.9815210 1.1975282e+02   
 0   120.9822021 1.1962028e+02   
 0   120.9828832 1.1947144e+02   
 0   120.9835644 1.1930663e+02   
 0   120.9842456 1.1916615e+02   
 0   120.9849268 1.1899472e+02   
 0   120.9856078 1.1882230e+02   
 0   120.9862889 1.1863893e+02   
 0   120.9869701 1.1844360e+02   
 0   120.9876513 1.1823673e+02   
 0   120.9883324 1.1801550e+02   
 0   120.9890136 1.1777547e+02   
 0   120.9896947 1.1753811e+02   
 0   120.9903759 1.1729488e+02   
 0   120.9910569 1.1703040e+02   
 0   120.9917381 1.1671927e+02   
 0   120.9924192 1.1645541e+02   
 0   120.9931005 1.1617252e+02   
 0   120.9937816 1.1587888e+02   
 0   120.9944627 1.1559324e+02   
 0   120.9951439 1.1528977e+02   
 0   120.9958250 1.1499872e+02   
 0   120.9965061 1.1472726e+02   
 0   120.9971872 1.1445934e+02   
 0   120.9978684 1.1418710e+02   
 0   120.9985495 1.1394318e+02   
 0   120.9992307 1.1368594e+02   
 0   120.9999119 1.1345036e+02   
 0   121.0005930 1.1324432e+02   
 0   121.0012741 1.1304046e+02   
 0   121.0019552 1.1284509e+02   
 0   121.0026364 1.1268008e+02   
 0   121.0033175 1.1251529e+02   
 0   121.0039987 1.1240927e+02   
 0   121.0046798 1.1227745e+02   
 0   121.0053609 1.1218764e+02   
 0   121.0060421 1.1211074e+02   
 0   121.0067233 1.1206596e+02   
 0   121.0074043 1.1204214e+02   
 0   121.0080854 1.1204747e+02   
 0   121.0087667 1.1210088e+02   
 0   121.0094478 1.1214954e+02   
 0   121.0101289 1.1224129e+02   
 0   121.0108101 1.1235479e+02   
 0   121.0114912 1.1251911e+02   
 0   121.0121724 1.1271544e+02   
 0   121.0128535 1.1292728e+02   
 0   121.0135346 1.1317076e+02   
 0   121.0142157 1.1343180e+02   
 0   121.0148969 1.1376028e+02   
 0   121.0155781 1.1404850e+02   
 0   121.0162592 1.1441457e+02   
 0   121.0169404 1.1476910e+02   
 0   121.0176215 1.1515539e+02   
 0   121.0183026 1.1555704e+02   
 0   121.0189837 1.1596468e+02   
 0   121.0196649 1.1638394e+02   
 0   121.0203460 1.1680737e+02   
 0   121.0210273 1.1723017e+02   
 0   121.0217084 1.1765277e+02   
 0   121.0223895 1.1806736e+02   
 0   121.0230707 1.1845766e+02   
 0   121.0237517 1.1884430e+02   
