\fixlen = T
|set|TIME        |PDCSAP_FLUX  |
|int|double      |double       |
 0   974.8528625  3.9716878e+05 
 0   974.8535436  3.9715588e+05 
 0   974.8542247  3.9725703e+05 
 0   974.8549058  3.9728253e+05 
 0   974.8555869  3.9728041e+05 
 0   974.8562681  3.9715153e+05 
 0   974.8569492  3.9733288e+05 
 0   974.8576302  3.9728053e+05 
 0   974.8583114  3.9730600e+05 
 0   974.8589925  3.9741591e+05 
 0   974.8596736  3.9731559e+05 
 0   974.8603547  3.9726591e+05 
 0   974.8610359  3.9726531e+05 
 0   974.8617170  3.9733112e+05 
 0   974.8623981  3.9720562e+05 
 0   974.8630791  3.9716231e+05 
 0   974.8637602  3.9715581e+05 
 0   974.8644413  3.9741341e+05 
 0   974.8651225  3.9713656e+05 
 0   974.8658036  3.9720000e+05 
 0   974.8664847  3.9727241e+05 
 0   974.8671658  3.9737897e+05 
 0   974.8678470  3.9711691e+05 
 0   974.8685280  3.9730788e+05 
 0   974.8692091  3.9717781e+05 
 0   974.8698903  3.9734188e+05 
 0   974.8705714  3.9725222e+05 
 0   974.8712525  3.9719625e+05 
 0   974.8719336  3.9726653e+05 
 0   974.8726147  3.9715509e+05 
 0   974.8732958  3.9717944e+05 
 0   974.8739768  3.9737056e+05 
 0   974.8746580  3.9730134e+05 
 0   974.8753391  3.9726869e+05 
 0   974.8760203  3.9729925e+05 
 0   974.8767014  3.9727572e+05 
 0   974.8773825  3.9729212e+05 
 0   974.8780637  3.9708672e+05 
 0   974.8787448  3.9707622e+05 
 0   974.8794260  3.9738712e+05 
 0   974.8801070  3.9720894e+05 
 0   974.8807881  3.9716756e+05 
 0   974.8814691  3.9715006e+05 
 0   974.8821503  3.9727012e+05 
 0   974.8828314  3.9729175e+05 
 0   974.8835126  3.9731112e+05 
 0   974.8841937  3.9716506e+05 
 0   974.8848748  3.9716016e+05 
 0   974.8855558  3.9734297e+05 
 0   974.8862370  3.9711244e+05 
 0   974.8869181  3.9730444e+05 
 0   974.8875992  3.9710669e+05 
 0   974.8882804  3.9718234e+05 
 0   974.8889615  3.9714625e+05 
 0   974.8896426  3.9730578e+05 
 0   974.8903237  3.9717200e+05 
 0   974.8910047  3.9730794e+05 
 0   974.8916858  3.9764400e+05 
 0   974.8923669  3.9718447e+05 
 0   974.8930481  3.9734525e+05 
 0   974.8937292  3.9722006e+05 
 0   974.8944103  3.9730488e+05 
 0   974.8950915  3.9718662e+05 
 0   974.8957726  3.9707697e+05 
 0   974.8964536  3.9738081e+05 
 0   974.8971348  3.9721291e+05 
 0   974.8978159  3.9729469e+05 
 0   974.8984970  3.9715678e+05 
 0   974.8991781  3.9725297e+05 
 0   974.8998592  3.9746656e+05 
 0   974.9005403  3.9728181e+05 
 0   974.9012215  3.9741872e+05 
 0   974.9019026  3.9731238e+05 
 0   974.9025836  3.9731878e+05 
 0   974.9032647  3.9713450e+05 
 0   974.9039459  3.9721528e+05 
 0   974.9046270  3.9728784e+05 
 0   974.9053082  3.9725416e+05 
 0   974.9059893  3.9728403e+05 
 0   974.9066704  3.9728194e+05 
 0   974.9073516  3.9717184e+05 
 0   974.9080325  3.9721888e+05 
 0   974.9087136  3.9721588e+05 
 0   974.9093948  3.9722219e+05 
 0   974.9100759  3.9722878e+05 
 0   974.9107570  3.9714419e+05 
 0   974.9114382  3.9716994e+05 
 0   974.9121193  3.9716900e+05 
 0   974.9128004  3.9736191e+05 
 0   974.9134814  3.9715697e+05 
 0   974.9141626  3.9725119e+05 
 0   974.9148437  3.9745278e+05 
 0   974.9155249  3.9732066e+05 
 0   974.9162060  3.9704172e+05 
 0   974.9168870  3.9722725e+05 
 0   974.9175682  3.9723319e+05 
 0   974.9182493  3.9729541e+05 
 0   974.9189303  3.9730875e+05 
 0   974.9196114  3.9721559e+05 
 0   974.9202926  3.9722425e+05 
 0   974.9209737  3.9735591e+05 
 0   974.9216548  3.9723434e+05 
 0   974.9223360  3.9735100e+05 
 0   974.9230171  3.9726700e+05 
 0   974.9236982  3.9728853e+05 
 0   974.9243793  3.9711497e+05 
 0   974.9250604  3.9720422e+05 
 0   974.9257414  3.9716269e+05 
 0   974.9264226  3.9720681e+05 
 0   974.9271037  3.9728100e+05 
 0   974.9277848  3.9730925e+05 
 0   974.9284659  3.9724306e+05 
 0   974.9291471  3.9735222e+05 
 0   974.9298282  3.9725356e+05 
 0   974.9305092  3.9723497e+05 
 0   974.9311904  3.9733144e+05 
 0   974.9318715  3.9722597e+05 
 0   974.9325526  3.9718922e+05 
 0   974.9332338  3.9712753e+05 
 0   974.9339149  3.9719053e+05 
 0   974.9345961  3.9716697e+05 
 0   974.9352771  3.9744959e+05 
 0   974.9359581  3.9730153e+05 
 0   974.9366392  3.9727428e+05 
 0   974.9373204  3.9717147e+05 
 0   974.9380015  3.9729125e+05 
 0   974.9386827  3.9713050e+05 
 0   974.9393638  3.9738347e+05 
 0   974.9400449  3.9718575e+05 
 0   974.9407261  3.9719988e+05 
 0   974.9414071  3.9723581e+05 
 0   974.9420882  3.9733700e+05 
 0   974.9427694  3.9734925e+05 
 0   974.9434505  3.9728875e+05 
 0   974.9441315  3.9736550e+05 
 0   974.9448127  3.9716397e+05 
 0   974.9454938  3.9723512e+05 
 0   974.9461749  3.9732769e+05 
 0   974.9468559  3.9721753e+05 
 0   974.9475371  3.9730997e+05 
 0   974.9482182  3.9722381e+05 
 0   974.9488993  3.9735809e+05 
 0   974.9495805  3.9752897e+05 
 0   974.9502616  3.9734619e+05 
 0   974.9509427  3.9725228e+05 
 0   974.9516238  3.9717197e+05 
 0   974.9523050  3.9733031e+05 
 0   974.9529859  3.9728050e+05 
 0   974.9536670  3.9738084e+05 
 0   974.9543482  3.9718772e+05 
 0   974.9550293  3.9723806e+05 
 0   974.9557104  3.9725881e+05 
 0   974.9563916  3.9719688e+05 
 0   974.9570727  3.9733409e+05 
 0   974.9577538  3.9721122e+05 
 0   974.9584349  3.9717681e+05 
 0   974.9591160  3.9726812e+05 
 0   974.9597971  3.9731925e+05 
 0   974.9604783  3.9733600e+05 
 0   974.9611594  3.9739828e+05 
 0   974.9618404  3.9719594e+05 
 0   974.9625216  3.9729588e+05 
 0   974.9632027  3.9732753e+05 
 0   974.9638837  3.9733028e+05 
 0   974.9645649  3.9737853e+05 
 0   974.9652460  3.9736003e+05 
 0   974.9659271  3.9718300e+05 
 0   974.9666083  3.9730656e+05 
 0   974.9672894  3.9730519e+05 
 0   974.9761438  3.9706388e+05 
 0   974.9768250  3.9727847e+05 
 0   974.9775061  3.9721600e+05 
 0   974.9781872  3.9716609e+05 
 0   974.9788683  3.9708509e+05 
 0   974.9795494  3.9723638e+05 
 0   974.9802305  3.9732484e+05 
 0   974.9809115  3.9733275e+05 
 0   974.9815927  3.9728716e+05 
 0   974.9822738  3.9720075e+05 
 0   974.9829549  3.9724738e+05 
 0   974.9836361  3.9735775e+05 
 0   974.9843172  3.9707275e+05 
 0   974.9849983  3.9720234e+05 
 0   974.9856795  3.9725797e+05 
 0   974.9863605  3.9725872e+05 
 0   974.9870416  3.9716459e+05 
 0   974.9877227  3.9735425e+05 
 0   974.9884039  3.9711766e+05 
 0   974.9890849  3.9727319e+05 
 0   974.9897661  3.9719625e+05 
 0   974.9904472  3.9721566e+05 
 0   974.9911283  3.9707309e+05 
 0   974.9918093  3.9711069e+05 
 0   974.9924905  3.9716322e+05 
 0   974.9931716  3.9725934e+05 
 0   974.9938528  3.9723325e+05 
 0   974.9945339  3.9726612e+05 
 0   974.9952150  3.9739447e+05 
 0   974.9958962  3.9724928e+05 
 0   974.9965773  3.9721466e+05 
 0   974.9972583  3.9726900e+05 
 0   974.9979394  3.9727594e+05 
 0   974.9986205  3.9727225e+05 
 0   974.9993016  3.9723284e+05 
 0   974.9999828  3.9712678e+05 
 0   975.0006639  3.9731094e+05 
 0   975.0013450  3.9729944e+05 
 0   975.0020262  3.9721772e+05 
 0   975.0027073  3.9738725e+05 
 0   975.0033883  3.9731194e+05 
 0   975.0040694  3.9728541e+05 
 0   975.0047506  3.9714050e+05 
 0   975.0054317  3.9737503e+05 
 0   975.0061128  3.9723944e+05 
 0   975.0067939  3.9726819e+05 
 0   975.0074750  3.9727928e+05 
 0   975.0081561  3.9719144e+05 
 0   975.0088372  3.9726597e+05 
 0   975.0095183  3.9721525e+05 
 0   975.0101994  3.9725700e+05 
 0   975.0108806  3.9731209e+05 
 0   975.0115617  3.9726138e+05 
 0   975.0122428  3.9713547e+05 
 0   975.0129239  3.9718806e+05 
 0   975.0136051  3.9727344e+05 
 0   975.0142861  3.9709597e+05 
 0   975.0149672  3.9742125e+05 
 0   975.0156483  3.9730847e+05 
 0   975.0163294  3.9711566e+05 
 0   975.0170105  3.9712719e+05 
 0   975.0176917  3.9734531e+05 
 0   975.0183728  3.9719928e+05 
 0   975.0190540  3.9722756e+05 
 0   975.0197350  3.9723775e+05 
 0   975.0204161  3.9740544e+05 
 0   975.0210972  3.9723578e+05 
 0   975.0217784  3.9734253e+05 
 0   975.0224595  3.9730938e+05 
 0   975.0231407  3.9730566e+05 
 0   975.0238218  3.9734062e+05 
 0   975.0245028  3.9712219e+05 
 0   975.0251840  3.9721859e+05 
 0   975.0258650  3.9737988e+05 
 0   975.0265461  3.9729631e+05 
 0   975.0272273  3.9720238e+05 
 0   975.0279084  3.9733003e+05 
 0   975.0285895  3.9726359e+05 
 0   975.0292707  3.9711875e+05 
 0   975.0299518  3.9723047e+05 
 0   975.0306329  3.9710069e+05 
 0   975.0313139  3.9723500e+05 
 0   975.0319951  3.9738272e+05 
 0   975.0326762  3.9722188e+05 
 0   975.0333572  3.9734153e+05 
 0   975.0340384  3.9731891e+05 
 0   975.0347195  3.9717672e+05 
 0   975.0354006  3.9735150e+05 
 0   975.0360817  3.9738666e+05 
 0   975.0367628  3.9743494e+05 
 0   975.0374439  3.9720225e+05 
 0   975.0381251  3.9728588e+05 
 0   975.0388062  3.9712516e+05 
 0   975.0394873  3.9708556e+05 
 0   975.0401684  3.9724094e+05 
 0   975.0408496  3.9719544e+05 
 0   975.0415307  3.9727806e+05 
 0   975.0422116  3.9729825e+05 
 0   975.0428928  3.9723003e+05 
 0   975.0435739  3.9725484e+05 
 0   975.0442550  3.9724578e+05 
 0   975.0449362  3.9735484e+05 
 0   975.0456173  3.9731497e+05 
 0   975.0462984  3.9742794e+05 
 0   975.0469796  3.9722547e+05 
 0   975.0476607  3.9720506e+05 
 0   975.0483417  3.9730322e+05 
 0   975.0490229  3.9716434e+05 
 0   975.0497040  3.9736491e+05 
 0   975.0503851  3.9708872e+05 
 0   975.0510662  3.9734228e+05 
 0   975.0517473  3.9721872e+05 
 0   975.0524285  3.9722766e+05 
 0   975.0531096  3.9714825e+05 
 0   975.0537906  3.9729591e+05 
 0   975.0544717  3.9721222e+05 
 0   975.0551529  3.9729191e+05 
 0   975.0558340  3.9724956e+05 
 0   975.0565152  3.9721662e+05 
 0   975.0571963  3.9730078e+05 
 0   975.0578774  3.9710803e+05 
 0   975.0585585  3.9732419e+05 
 0   975.0592396  3.9717512e+05 
 0   975.0599206  3.9724781e+05 
 0   975.0606017  3.9731375e+05 
 0   975.0612829  3.9722981e+05 
 0   975.0619640  3.9725859e+05 
 0   975.0626451  3.9714150e+05 
 0   975.0633262  3.9731316e+05 
 0   975.0640074  3.9718169e+05 
 0   975.0646884  3.9745691e+05 
 0   975.0653695  3.9707316e+05 
 0   975.0660507  3.9752847e+05 
 0   975.0667318  3.9736656e+05 
 0   975.0674129  3.9720162e+05 
 0   975.0680941  3.9732766e+05 
 0   975.0687751  3.9729409e+05 
 0   975.0694562  3.9722622e+05 
 0   975.0701373  3.9718300e+05 
 0   975.0708184  3.9724050e+05 
 0   975.0714995  3.9723300e+05 
 0   975.0721806  3.9714712e+05 
 0   975.0728618  3.9731425e+05 
 0   975.0735429  3.9719838e+05 
 0   975.0742241  3.9714644e+05 
 0   975.0749052  3.9708244e+05 
 0   975.0755863  3.9719825e+05 
 0   975.0762673  3.9722416e+05 
 0   975.0769485  3.9728175e+05 
 0   975.0776295  3.9722084e+05 
 0   975.0783107  3.9716669e+05 
 0   975.0789918  3.9726000e+05 
 0   975.0796729  3.9722138e+05 
 0   975.0803541  3.9728959e+05 
 0   975.0810352  3.9737297e+05 
 0   975.0817162  3.9718709e+05 
 0   975.0823974  3.9733494e+05 
 0   975.0830785  3.9740362e+05 
 0   975.0837596  3.9709553e+05 
 0   975.0844408  3.9727156e+05 
 0   975.0851219  3.9709275e+05 
 0   975.0858030  3.9718041e+05 
 0   975.0864842  3.9736856e+05 
 0   975.0871651  3.9731553e+05 
 0   975.0878462  3.9725456e+05 
 0   975.0885274  3.9718100e+05 
 0   975.0892085  3.9694497e+05 
 0   975.0898896  3.9696353e+05 
 0   975.0905707  3.9673672e+05 
 0   975.0912519  3.9678766e+05 
 0   975.0919330  3.9654828e+05 
 0   975.0926140  3.9654031e+05 
 0   975.0932952  3.9635534e+05 
 0   975.0939763  3.9612525e+05 
 0   975.0946574  3.9591469e+05 
 0   975.0953386  3.9577581e+05 
 0   975.0960196  3.9556188e+05 
 0   975.0967007  3.9536194e+05 
 0   975.0973819  3.9495303e+05 
 0   975.0980630  3.9506425e+05 
 0   975.0987440  3.9464956e+05 
 0   975.0994251  3.9455903e+05 
 0   975.1001063  3.9434716e+05 
 0   975.1007874  3.9430659e+05 
 0   975.1014685  3.9396984e+05 
 0   975.1021497  3.9383450e+05 
 0   975.1028308  3.9359881e+05 
 0   975.1035120  3.9337725e+05 
 0   975.1041930  3.9329638e+05 
 0   975.1048740  3.9299944e+05 
 0   975.1055551  3.9310412e+05 
 0   975.1062363  3.9283553e+05 
 0   975.1069174  3.9273369e+05 
 0   975.1075986  3.9267128e+05 
 0   975.1082797  3.9246072e+05 
 0   975.1089608  3.9225150e+05 
 0   975.1096418  3.9217709e+05 
 0   975.1103230  3.9227744e+05 
 0   975.1110041  3.9188800e+05 
 0   975.1116852  3.9200369e+05 
 0   975.1123664  3.9196012e+05 
 0   975.1130475  3.9201938e+05 
 0   975.1137286  3.9168684e+05 
 0   975.1144097  3.9168538e+05 
 0   975.1150907  3.9184456e+05 
 0   975.1157718  3.9157912e+05 
 0   975.1164530  3.9156934e+05 
 0   975.1171341  3.9154103e+05 
 0   975.1178152  3.9148266e+05 
 0   975.1184964  3.9163541e+05 
 0   975.1191775  3.9170606e+05 
 0   975.1198586  3.9165681e+05 
 0   975.1205397  3.9147478e+05 
 0   975.1212208  3.9144350e+05 
 0   975.1219019  3.9150081e+05 
 0   975.1225830  3.9140628e+05 
 0   975.1232641  3.9158153e+05 
 0   975.1239452  3.9165234e+05 
 0   975.1246263  3.9140525e+05 
 0   975.1253075  3.9152641e+05 
 0   975.1259886  3.9152825e+05 
 0   975.1266696  3.9168531e+05 
 0   975.1273508  3.9169734e+05 
 0   975.1280319  3.9140812e+05 
 0   975.1287130  3.9138881e+05 
 0   975.1293942  3.9157812e+05 
 0   975.1300753  3.9164531e+05 
 0   975.1307564  3.9178222e+05 
 0   975.1314375  3.9155372e+05 
 0   975.1321185  3.9169509e+05 
 0   975.1327996  3.9154578e+05 
 0   975.1334808  3.9175266e+05 
 0   975.1341619  3.9173331e+05 
 0   975.1348430  3.9177441e+05 
 0   975.1355242  3.9164069e+05 
 0   975.1362053  3.9171669e+05 
 0   975.1368865  3.9172766e+05 
 0   975.1375675  3.9185622e+05 
 0   975.1382486  3.9193288e+05 
 0   975.1389297  3.9204825e+05 
 0   975.1396109  3.9212325e+05 
 0   975.1402919  3.9221584e+05 
 0   975.1409731  3.9221681e+05 
 0   975.1416542  3.9245616e+05 
 0   975.1423353  3.9274291e+05 
 0   975.1430163  3.9268912e+05 
 0   975.1436975  3.9280925e+05 
 0   975.1443786  3.9308006e+05 
 0   975.1450597  3.9309678e+05 
 0   975.1457409  3.9324522e+05 
 0   975.1464220  3.9361091e+05 
 0   975.1471031  3.9359116e+05 
 0   975.1477843  3.9378881e+05 
 0   975.1484654  3.9401566e+05 
 0   975.1491463  3.9424719e+05 
 0   975.1498275  3.9445156e+05 
 0   975.1505086  3.9471772e+05 
 0   975.1511897  3.9480669e+05 
 0   975.1518708  3.9504453e+05 
 0   975.1525520  3.9518653e+05 
 0   975.1532331  3.9537100e+05 
 0   975.1539142  3.9565191e+05 
 0   975.1545953  3.9569412e+05 
 0   975.1552764  3.9598562e+05 
 0   975.1559575  3.9611659e+05 
 0   975.1566387  3.9627419e+05 
 0   975.1573198  3.9633975e+05 
 0   975.1580008  3.9656231e+05 
 0   975.1586820  3.9682919e+05 
 0   975.1593631  3.9686984e+05 
 0   975.1600441  3.9691912e+05 
 0   975.1607252  3.9704897e+05 
 0   975.1614064  3.9720662e+05 
 0   975.1620875  3.9726300e+05 
 0   975.1627687  3.9721809e+05 
 0   975.1634498  3.9708759e+05 
 0   975.1641309  3.9707069e+05 
 0   975.1648121  3.9716556e+05 
 0   975.1654931  3.9726425e+05 
 0   975.1661742  3.9732147e+05 
 0   975.1668553  3.9734647e+05 
 0   975.1675364  3.9729853e+05 
 0   975.1682175  3.9734519e+05 
 0   975.1688987  3.9733862e+05 
 0   975.1695798  3.9737731e+05 
 0   975.1702609  3.9722222e+05 
 0   975.1709421  3.9721584e+05 
 0   975.1716231  3.9721088e+05 
 0   975.1723042  3.9720769e+05 
 0   975.1729854  3.9727881e+05 
 0   975.1736665  3.9721050e+05 
 0   975.1743476  3.9736309e+05 
 0   975.1750288  3.9721300e+05 
 0   975.1757098  3.9727816e+05 
 0   975.1763909  3.9715478e+05 
 0   975.1770720  3.9723009e+05 
 0   975.1777531  3.9733541e+05 
 0   975.1784342  3.9724419e+05 
 0   975.1791153  3.9730312e+05 
 0   975.1797965  3.9724512e+05 
 0   975.1804776  3.9711331e+05 
 0   975.1811587  3.9722747e+05 
 0   975.1818399  3.9729672e+05 
 0   975.1825209  3.9706903e+05 
 0   975.1832020  3.9732600e+05 
 0   975.1838832  3.9733541e+05 
 0   975.1845642  3.9736853e+05 
 0   975.1852453  3.9724391e+05 
 0   975.1859264  3.9714716e+05 
 0   975.1866076  3.9736691e+05 
 0   975.1872887  3.9724666e+05 
 0   975.1879697  3.9718916e+05 
 0   975.1886509  3.9733838e+05 
 0   975.1893320  3.9714981e+05 
 0   975.1900131  3.9718434e+05 
 0   975.1906943  3.9724053e+05 
 0   975.1913754  3.9710225e+05 
 0   975.1920566  3.9714512e+05 
 0   975.1927377  3.9716069e+05 
 0   975.1934186  3.9727800e+05 
 0   975.1940997  3.9718900e+05 
 0   975.1947809  3.9725794e+05 
 0   975.1954620  3.9727084e+05 
 0   975.1961432  3.9720356e+05 
 0   975.1968243  3.9719281e+05 
 0   975.1975054  3.9721550e+05 
 0   975.1981866  3.9735475e+05 
 0   975.1988677  3.9722600e+05 
 0   975.1995487  3.9718459e+05 
 0   975.2002298  3.9713534e+05 
 0   975.2009110  3.9723175e+05 
 0   975.2015921  3.9716791e+05 
 0   975.2022731  3.9721297e+05 
 0   975.2029543  3.9714428e+05 
 0   975.2036354  3.9741566e+05 
 0   975.2043165  3.9745525e+05 
 0   975.2049976  3.9714991e+05 
 0   975.2056787  3.9720088e+05 
 0   975.2063598  3.9702700e+05 
 0   975.2070410  3.9722222e+05 
 0   975.2077221  3.9723962e+05 
 0   975.2084032  3.9698488e+05 
 0   975.2090844  3.9717838e+05 
 0   975.2097655  3.9736916e+05 
 0   975.2104465  3.9725478e+05 
 0   975.2111276  3.9710219e+05 
 0   975.2118087  3.9729384e+05 
 0   975.2124898  3.9717334e+05 
 0   975.2131709  3.9708759e+05 
 0   975.2138521  3.9737309e+05 
 0   975.2145332  3.9704806e+05 
 0   975.2152143  3.9726472e+05 
 0   975.2158954  3.9739278e+05 
 0   975.2165765  3.9725738e+05 
 0   975.2172576  3.9718928e+05 
 0   975.2179388  3.9710831e+05 
 0   975.2186199  3.9716497e+05 
 0   975.2193010  3.9727919e+05 
 0   975.2199821  3.9738950e+05 
 0   975.2206632  3.9724481e+05 
 0   975.2213444  3.9733775e+05 
 0   975.2220254  3.9728375e+05 
 0   975.2227065  3.9735591e+05 
 0   975.2233876  3.9729503e+05 
 0   975.2240688  3.9728197e+05 
 0   975.2247499  3.9734500e+05 
 0   975.2254311  3.9728334e+05 
 0   975.2261122  3.9714325e+05 
 0   975.2267933  3.9711572e+05 
 0   975.2274743  3.9708791e+05 
 0   975.2281555  3.9709278e+05 
 0   975.2288365  3.9710028e+05 
 0   975.2295176  3.9714600e+05 
 0   975.2301988  3.9746788e+05 
 0   975.2308799  3.9733144e+05 
 0   975.2315610  3.9704134e+05 
 0   975.2322422  3.9715900e+05 
 0   975.2329232  3.9728378e+05 
 0   975.2336043  3.9705753e+05 
 0   975.2342855  3.9720425e+05 
 0   975.2349666  3.9716891e+05 
 0   975.2356477  3.9702388e+05 
 0   975.2363288  3.9728894e+05 
 0   975.2370100  3.9721241e+05 
 0   975.2376910  3.9729528e+05 
 0   975.2383720  3.9723681e+05 
 0   975.2390532  3.9733334e+05 
 0   975.2397343  3.9739853e+05 
 0   975.2404154  3.9729394e+05 
 0   975.2410966  3.9710466e+05 
 0   975.2417777  3.9709706e+05 
 0   975.2424588  3.9726647e+05 
 0   975.2431400  3.9736628e+05 
 0   975.2438211  3.9721000e+05 
 0   975.2445021  3.9717188e+05 
 0   975.2451832  3.9728788e+05 
 0   975.2458644  3.9717538e+05 
 0   975.2465454  3.9724053e+05 
 0   975.2472266  3.9742691e+05 
 0   975.2479077  3.9734356e+05 
 0   975.2485888  3.9712447e+05 
 0   975.2492700  3.9720112e+05 
 0   975.2499510  3.9730303e+05 
 0   975.2506321  3.9718088e+05 
 0   975.2513132  3.9736919e+05 
 0   975.2519944  3.9721066e+05 
 0   975.2526755  3.9742512e+05 
 0   975.2533567  3.9710550e+05 
 0   975.2540378  3.9742878e+05 
 0   975.2547190  3.9721481e+05 
 0   975.2553998  3.9711303e+05 
 0   975.2560810  3.9712169e+05 
 0   975.2567621  3.9725025e+05 
 0   975.2574433  3.9720397e+05 
 0   975.2581244  3.9711762e+05 
 0   975.2588055  3.9720016e+05 
 0   975.2594867  3.9720850e+05 
 0   975.2601678  3.9730975e+05 
 0   975.2608488  3.9737656e+05 
 0   975.2615300  3.9717925e+05 
 0   975.2622111  3.9715450e+05 
 0   975.2628922  3.9730544e+05 
 0   975.2635733  3.9718197e+05 
 0   975.2642544  3.9730091e+05 
 0   975.2649355  3.9742288e+05 
 0   975.2656166  3.9731678e+05 
 0   975.2662977  3.9717894e+05 
 0   975.2669788  3.9730466e+05 
 0   975.2676599  3.9732503e+05 
 0   975.2683411  3.9707153e+05 
 0   975.2690222  3.9723662e+05 
 0   975.2697033  3.9711988e+05 
 0   975.2703844  3.9731275e+05 
 0   975.2710656  3.9726047e+05 
 0   975.2717467  3.9727594e+05 
 0   975.2724277  3.9710669e+05 
 0   975.2731088  3.9730884e+05 
 0   975.2737899  3.9718503e+05 
 0   975.2744710  3.9719584e+05 
 0   975.2751522  3.9722150e+05 
 0   975.2758333  3.9722209e+05 
 0   975.2765145  3.9713850e+05 
 0   975.2771956  3.9720150e+05 
 0   975.2778766  3.9717881e+05 
 0   975.2785577  3.9723012e+05 
 0   975.2792389  3.9725903e+05 
 0   975.2799200  3.9727678e+05 
 0   975.2806012  3.9743962e+05 
 0   975.2812823  3.9707809e+05 
 0   975.2819633  3.9716994e+05 
 0   975.2826445  3.9716925e+05 
 0   975.2833255  3.9712709e+05 
 0   975.2840066  3.9729888e+05 
 0   975.2846878  3.9719462e+05 
 0   975.2853689  3.9720916e+05 
 0   975.2860500  3.9723600e+05 
 0   975.2867312  3.9724622e+05 
 0   975.2874123  3.9729284e+05 
 0   975.2880934  3.9698588e+05 
 0   975.2887744  3.9716653e+05 
 0   975.2894556  3.9727203e+05 
 0   975.2901367  3.9727575e+05 
 0   975.2908177  3.9729712e+05 
 0   975.2914989  3.9717997e+05 
 0   975.2921800  3.9716259e+05 
 0   975.2928611  3.9721841e+05 
 0   975.2935423  3.9708694e+05 
 0   975.2942234  3.9728084e+05 
 0   975.2949044  3.9711394e+05 
 0   975.2955856  3.9727900e+05 
 0   975.2962667  3.9727469e+05 
 0   975.2969478  3.9722247e+05 
 0   975.2976289  3.9723259e+05 
 0   975.2983101  3.9715694e+05 
 0   975.2989912  3.9714275e+05 
 0   975.2996722  3.9723031e+05 
 0   975.3003533  3.9709603e+05 
 0   975.3010344  3.9724522e+05 
 0   975.3017155  3.9737369e+05 
 0   975.3023967  3.9692903e+05 
 0   975.3030778  3.9732994e+05 
 0   975.3037589  3.9725791e+05 
 0   975.3044401  3.9721709e+05 
 0   975.3051212  3.9734916e+05 
 0   975.3058022  3.9724578e+05 
 0   975.3064834  3.9719178e+05 
 0   975.3071645  3.9728347e+05 
 0   975.3078456  3.9720638e+05 
 0   975.3085267  3.9722359e+05 
 0   975.3092078  3.9716694e+05 
 0   975.3098889  3.9744525e+05 
 0   975.3105701  3.9719828e+05 
 0   975.3112511  3.9720475e+05 
 0   975.3119322  3.9736672e+05 
 0   975.3126134  3.9727134e+05 
 0   975.3132945  3.9719959e+05 
 0   975.3139756  3.9728066e+05 
 0   975.3146568  3.9714962e+05 
 0   975.3153379  3.9701541e+05 
 0   975.3160190  3.9723350e+05 
 0   975.3167002  3.9730169e+05 
 0   975.3173811  3.9732003e+05 
 0   975.3180622  3.9711162e+05 
 0   975.3187434  3.9725184e+05 
 0   975.3194245  3.9715806e+05 
 0   975.3201056  3.9725581e+05 
 0   975.3207868  3.9732625e+05 
 0   975.3214679  3.9730053e+05 
 0   975.3221490  3.9727856e+05 
 0   975.3228301  3.9717566e+05 
 0   975.3235112  3.9721534e+05 
 0   975.3241923  3.9709931e+05 
 0   975.3248734  3.9718522e+05 
 0   975.3255545  3.9716678e+05 
 0   975.3262356  3.9721809e+05 
 0   975.3269167  3.9716019e+05 
 0   975.3275979  3.9711250e+05 
 0   975.3282789  3.9724412e+05 
 0   975.3289600  3.9717084e+05 
 0   975.3296411  3.9718738e+05 
 0   975.3303223  3.9726084e+05 
 0   975.3310034  3.9727347e+05 
 0   975.3316846  3.9738422e+05 
 0   975.3323657  3.9720925e+05 
 0   975.3330468  3.9708731e+05 
 0   975.3337278  3.9713072e+05 
 0   975.3344089  3.9716281e+05 
 0   975.3350900  3.9724884e+05 
 0   975.3357712  3.9717391e+05 
 0   975.3364523  3.9730584e+05 
 0   975.3371334  3.9739459e+05 
 0   975.3378146  3.9730284e+05 
 0   975.3384957  3.9707866e+05 
 0   975.3391767  3.9742662e+05 
 0   975.3398578  3.9740031e+05 
 0   975.3405390  3.9729519e+05 
 0   975.3412201  3.9723153e+05 
 0   975.3419013  3.9727656e+05 
 0   975.3425824  3.9732919e+05 
 0   975.3432634  3.9732088e+05 
 0   975.3439446  3.9732206e+05 
 0   975.3446257  3.9722534e+05 
 0   975.3453067  3.9721800e+05 
 0   975.3459879  3.9718525e+05 
 0   975.3466690  3.9704909e+05 
 0   975.3473501  3.9725275e+05 
 0   975.3480313  3.9726328e+05 
 0   975.3487124  3.9710497e+05 
 0   975.3493935  3.9715331e+05 
 0   975.3500746  3.9717012e+05 
 0   975.3507557  3.9719212e+05 
 0   975.3514368  3.9728506e+05 
 0   975.3521178  3.9727459e+05 
 0   975.3527990  3.9727531e+05 
 0   975.3534801  3.9726244e+05 
 0   975.3541612  3.9729381e+05 
 0   975.3548424  3.9731512e+05 
 0   975.3555235  3.9727509e+05 
 0   975.3562045  3.9723591e+05 
 0   975.3568856  3.9708766e+05 
 0   975.3575668  3.9706212e+05 
 0   975.3582479  3.9739684e+05 
 0   975.3589290  3.9702916e+05 
 0   975.3596102  3.9706216e+05 
 0   975.3602913  3.9716081e+05 
